,Dividends,Ticker
2004-08-23 00:00:00-04:00,0.08,MSFT
2004-11-15 00:00:00-05:00,3.08,MSFT
2005-02-15 00:00:00-05:00,0.08,MSFT
2005-05-16 00:00:00-04:00,0.08,MSFT
2005-08-15 00:00:00-04:00,0.08,MSFT
2005-11-15 00:00:00-05:00,0.08,MSFT
2006-02-15 00:00:00-05:00,0.09,MSFT
2006-05-15 00:00:00-04:00,0.09,MSFT
2006-08-15 00:00:00-04:00,0.09,MSFT
2006-11-14 00:00:00-05:00,0.1,MSFT
2007-02-13 00:00:00-05:00,0.1,MSFT
2007-05-15 00:00:00-04:00,0.1,MSFT
2007-08-14 00:00:00-04:00,0.1,MSFT
2007-11-13 00:00:00-05:00,0.11,MSFT
2008-02-19 00:00:00-05:00,0.11,MSFT
2008-05-13 00:00:00-04:00,0.11,MSFT
2008-08-19 00:00:00-04:00,0.11,MSFT
2008-11-18 00:00:00-05:00,0.13,MSFT
2009-02-17 00:00:00-05:00,0.13,MSFT
2009-05-19 00:00:00-04:00,0.13,MSFT
2009-08-18 00:00:00-04:00,0.13,MSFT
2009-11-17 00:00:00-05:00,0.13,MSFT
2010-02-16 00:00:00-05:00,0.13,MSFT
2010-05-18 00:00:00-04:00,0.13,MSFT
2010-08-17 00:00:00-04:00,0.13,MSFT
2010-11-16 00:00:00-05:00,0.16,MSFT
2011-02-15 00:00:00-05:00,0.16,MSFT
2011-05-17 00:00:00-04:00,0.16,MSFT
2011-08-16 00:00:00-04:00,0.16,MSFT
2011-11-15 00:00:00-05:00,0.2,MSFT
2012-02-14 00:00:00-05:00,0.2,MSFT
2012-05-15 00:00:00-04:00,0.2,MSFT
2012-08-14 00:00:00-04:00,0.2,MSFT
2012-11-13 00:00:00-05:00,0.23,MSFT
2013-02-19 00:00:00-05:00,0.23,MSFT
2013-05-14 00:00:00-04:00,0.23,MSFT
2013-08-13 00:00:00-04:00,0.23,MSFT
2013-11-19 00:00:00-05:00,0.28,MSFT
2014-02-18 00:00:00-05:00,0.28,MSFT
2014-05-13 00:00:00-04:00,0.28,MSFT
2014-08-19 00:00:00-04:00,0.28,MSFT
2014-11-18 00:00:00-05:00,0.31,MSFT
2015-02-17 00:00:00-05:00,0.31,MSFT
2015-05-19 00:00:00-04:00,0.31,MSFT
2015-08-18 00:00:00-04:00,0.31,MSFT
2015-11-17 00:00:00-05:00,0.36,MSFT
2016-02-16 00:00:00-05:00,0.36,MSFT
2016-05-17 00:00:00-04:00,0.36,MSFT
2016-08-16 00:00:00-04:00,0.36,MSFT
2016-11-15 00:00:00-05:00,0.39,MSFT
2017-02-14 00:00:00-05:00,0.39,MSFT
2017-05-16 00:00:00-04:00,0.39,MSFT
2017-08-15 00:00:00-04:00,0.39,MSFT
2017-11-15 00:00:00-05:00,0.42,MSFT
2018-02-14 00:00:00-05:00,0.42,MSFT
2018-05-16 00:00:00-04:00,0.42,MSFT
2018-08-15 00:00:00-04:00,0.42,MSFT
2018-11-14 00:00:00-05:00,0.46,MSFT
2019-02-20 00:00:00-05:00,0.46,MSFT
2019-05-15 00:00:00-04:00,0.46,MSFT
2019-08-14 00:00:00-04:00,0.46,MSFT
2019-11-20 00:00:00-05:00,0.51,MSFT
2020-02-19 00:00:00-05:00,0.51,MSFT
2020-05-20 00:00:00-04:00,0.51,MSFT
2020-08-19 00:00:00-04:00,0.51,MSFT
2020-11-18 00:00:00-05:00,0.56,MSFT
2021-02-17 00:00:00-05:00,0.56,MSFT
2021-05-19 00:00:00-04:00,0.56,MSFT
2021-08-18 00:00:00-04:00,0.56,MSFT
2021-11-17 00:00:00-05:00,0.62,MSFT
2022-02-16 00:00:00-05:00,0.62,MSFT
2022-05-18 00:00:00-04:00,0.62,MSFT
2022-08-17 00:00:00-04:00,0.62,MSFT
2022-11-16 00:00:00-05:00,0.68,MSFT
2023-02-15 00:00:00-05:00,0.68,MSFT
1962-02-13 00:00:00-05:00,0.000579,JNJ
1962-05-22 00:00:00-04:00,0.000579,JNJ
1962-08-21 00:00:00-04:00,0.000579,JNJ
1962-11-21 00:00:00-05:00,0.000579,JNJ
1963-02-19 00:00:00-05:00,0.00081,JNJ
1963-05-21 00:00:00-04:00,0.000579,JNJ
1963-08-20 00:00:00-04:00,0.000579,JNJ
1963-11-26 00:00:00-05:00,0.000579,JNJ
1964-02-25 00:00:00-05:00,0.001042,JNJ
1964-05-19 00:00:00-04:00,0.000579,JNJ
1964-08-18 00:00:00-04:00,0.000579,JNJ
1964-11-23 00:00:00-05:00,0.000579,JNJ
1965-02-23 00:00:00-05:00,0.001273,JNJ
1965-05-18 00:00:00-04:00,0.000694,JNJ
1965-08-17 00:00:00-04:00,0.000694,JNJ
1965-11-22 00:00:00-05:00,0.000694,JNJ
1966-02-21 00:00:00-05:00,0.001389,JNJ
1966-05-17 00:00:00-04:00,0.00081,JNJ
1966-08-16 00:00:00-04:00,0.00081,JNJ
1966-11-21 00:00:00-05:00,0.00081,JNJ
1967-02-20 00:00:00-05:00,0.001389,JNJ
1967-05-17 00:00:00-04:00,0.00081,JNJ
1967-08-14 00:00:00-04:00,0.001042,JNJ
1967-11-20 00:00:00-05:00,0.001042,JNJ
1968-02-16 00:00:00-05:00,0.001389,JNJ
1968-05-20 00:00:00-04:00,0.001042,JNJ
1968-08-19 00:00:00-04:00,0.001042,JNJ
1968-11-18 00:00:00-05:00,0.001042,JNJ
1969-02-14 00:00:00-05:00,0.001736,JNJ
1969-05-19 00:00:00-04:00,0.001389,JNJ
1969-08-18 00:00:00-04:00,0.001389,JNJ
1969-11-17 00:00:00-05:00,0.001389,JNJ
1970-02-16 00:00:00-05:00,0.002083,JNJ
1970-05-22 00:00:00-04:00,0.001667,JNJ
1970-08-17 00:00:00-04:00,0.001667,JNJ
1970-11-16 00:00:00-05:00,0.001667,JNJ
1971-02-22 00:00:00-05:00,0.002708,JNJ
1971-05-17 00:00:00-04:00,0.002083,JNJ
1971-08-23 00:00:00-04:00,0.002083,JNJ
1971-11-19 00:00:00-05:00,0.002083,JNJ
1972-02-18 00:00:00-05:00,0.003063,JNJ
1972-05-22 00:00:00-04:00,0.002083,JNJ
1972-08-21 00:00:00-04:00,0.002083,JNJ
1972-11-17 00:00:00-05:00,0.002083,JNJ
1973-02-16 00:00:00-05:00,0.003125,JNJ
1973-05-21 00:00:00-04:00,0.002604,JNJ
1973-08-20 00:00:00-04:00,0.002604,JNJ
1973-11-16 00:00:00-05:00,0.002604,JNJ
1974-02-15 00:00:00-04:00,0.003646,JNJ
1974-05-20 00:00:00-04:00,0.003125,JNJ
1974-08-19 00:00:00-04:00,0.004167,JNJ
1974-11-18 00:00:00-05:00,0.004167,JNJ
1975-02-14 00:00:00-05:00,0.005208,JNJ
1975-05-19 00:00:00-04:00,0.004167,JNJ
1975-08-18 00:00:00-04:00,0.004167,JNJ
1975-11-17 00:00:00-05:00,0.004167,JNJ
1976-02-13 00:00:00-05:00,0.00625,JNJ
1976-05-17 00:00:00-04:00,0.005208,JNJ
1976-08-16 00:00:00-04:00,0.005208,JNJ
1976-11-15 00:00:00-05:00,0.005208,JNJ
1977-02-18 00:00:00-05:00,0.007292,JNJ
1977-05-16 00:00:00-04:00,0.007292,JNJ
1977-08-15 00:00:00-04:00,0.007292,JNJ
1977-11-14 00:00:00-05:00,0.007292,JNJ
1978-02-10 00:00:00-05:00,0.008854,JNJ
1978-05-15 00:00:00-04:00,0.008854,JNJ
1978-08-14 00:00:00-04:00,0.008854,JNJ
1978-11-13 00:00:00-05:00,0.008854,JNJ
1979-02-20 00:00:00-05:00,0.010417,JNJ
1979-05-21 00:00:00-04:00,0.010417,JNJ
1979-08-20 00:00:00-04:00,0.010417,JNJ
1979-11-16 00:00:00-05:00,0.010417,JNJ
1980-02-15 00:00:00-05:00,0.010417,JNJ
1980-05-19 00:00:00-04:00,0.011979,JNJ
1980-08-18 00:00:00-04:00,0.011979,JNJ
1980-11-17 00:00:00-05:00,0.011979,JNJ
1981-02-13 00:00:00-05:00,0.011979,JNJ
1981-05-22 00:00:00-04:00,0.01375,JNJ
1981-08-17 00:00:00-04:00,0.01375,JNJ
1981-11-16 00:00:00-05:00,0.01375,JNJ
1982-02-22 00:00:00-05:00,0.01375,JNJ
1982-05-17 00:00:00-04:00,0.015625,JNJ
1982-08-16 00:00:00-04:00,0.015625,JNJ
1982-11-15 00:00:00-05:00,0.015625,JNJ
1983-02-18 00:00:00-05:00,0.015625,JNJ
1983-05-16 00:00:00-04:00,0.017188,JNJ
1983-08-15 00:00:00-04:00,0.017188,JNJ
1983-11-14 00:00:00-05:00,0.017188,JNJ
1984-02-17 00:00:00-05:00,0.017188,JNJ
1984-05-21 00:00:00-04:00,0.01875,JNJ
1984-08-20 00:00:00-04:00,0.01875,JNJ
1984-11-16 00:00:00-05:00,0.01875,JNJ
1985-02-15 00:00:00-05:00,0.01875,JNJ
1985-05-24 00:00:00-04:00,0.020313,JNJ
1985-08-19 00:00:00-04:00,0.020313,JNJ
1985-11-18 00:00:00-05:00,0.020313,JNJ
1986-02-24 00:00:00-05:00,0.020313,JNJ
1986-05-23 00:00:00-04:00,0.021875,JNJ
1986-08-18 00:00:00-04:00,0.021875,JNJ
1986-11-17 00:00:00-05:00,0.021875,JNJ
1987-02-23 00:00:00-05:00,0.021875,JNJ
1987-05-22 00:00:00-04:00,0.02625,JNJ
1987-08-17 00:00:00-04:00,0.02625,JNJ
1987-11-16 00:00:00-05:00,0.02625,JNJ
1988-02-17 00:00:00-05:00,0.02625,JNJ
1988-05-18 00:00:00-04:00,0.03125,JNJ
1988-08-17 00:00:00-04:00,0.03125,JNJ
1988-11-16 00:00:00-05:00,0.03125,JNJ
1989-02-14 00:00:00-05:00,0.03125,JNJ
1989-05-22 00:00:00-04:00,0.03625,JNJ
1989-08-16 00:00:00-04:00,0.03625,JNJ
1989-11-15 00:00:00-05:00,0.03625,JNJ
1990-02-13 00:00:00-05:00,0.03625,JNJ
1990-05-16 00:00:00-04:00,0.0425,JNJ
1990-08-15 00:00:00-04:00,0.0425,JNJ
1990-11-14 00:00:00-05:00,0.0425,JNJ
1991-02-12 00:00:00-05:00,0.0425,JNJ
1991-05-15 00:00:00-04:00,0.05,JNJ
1991-08-14 00:00:00-04:00,0.05,JNJ
1991-11-13 00:00:00-05:00,0.05,JNJ
1992-02-11 00:00:00-05:00,0.05,JNJ
1992-05-13 00:00:00-04:00,0.0575,JNJ
1992-08-12 00:00:00-04:00,0.0575,JNJ
1992-11-10 00:00:00-05:00,0.0575,JNJ
1993-02-09 00:00:00-05:00,0.0575,JNJ
1993-05-12 00:00:00-04:00,0.065,JNJ
1993-08-11 00:00:00-04:00,0.065,JNJ
1993-11-09 00:00:00-05:00,0.065,JNJ
1994-02-09 00:00:00-05:00,0.065,JNJ
1994-05-11 00:00:00-04:00,0.0725,JNJ
1994-08-10 00:00:00-04:00,0.0725,JNJ
1994-11-08 00:00:00-05:00,0.0725,JNJ
1995-02-08 00:00:00-05:00,0.0725,JNJ
1995-05-10 00:00:00-04:00,0.0825,JNJ
1995-08-11 00:00:00-04:00,0.0825,JNJ
1995-11-10 00:00:00-05:00,0.0825,JNJ
1996-02-15 00:00:00-05:00,0.0825,JNJ
1996-05-17 00:00:00-04:00,0.095,JNJ
1996-08-16 00:00:00-04:00,0.095,JNJ
1996-11-15 00:00:00-05:00,0.095,JNJ
1997-02-13 00:00:00-05:00,0.095,JNJ
1997-05-16 00:00:00-04:00,0.11,JNJ
1997-08-15 00:00:00-04:00,0.11,JNJ
1997-11-14 00:00:00-05:00,0.11,JNJ
1998-02-12 00:00:00-05:00,0.11,JNJ
1998-05-15 00:00:00-04:00,0.125,JNJ
1998-08-14 00:00:00-04:00,0.125,JNJ
1998-11-13 00:00:00-05:00,0.125,JNJ
1999-02-11 00:00:00-05:00,0.125,JNJ
1999-05-14 00:00:00-04:00,0.14,JNJ
1999-08-13 00:00:00-04:00,0.14,JNJ
1999-11-12 00:00:00-05:00,0.14,JNJ
2000-02-11 00:00:00-05:00,0.14,JNJ
2000-05-19 00:00:00-04:00,0.16,JNJ
2000-08-18 00:00:00-04:00,0.16,JNJ
2000-11-17 00:00:00-05:00,0.16,JNJ
2001-02-15 00:00:00-05:00,0.16,JNJ
2001-05-18 00:00:00-04:00,0.18,JNJ
2001-08-17 00:00:00-04:00,0.18,JNJ
2001-11-16 00:00:00-05:00,0.18,JNJ
2002-02-14 00:00:00-05:00,0.18,JNJ
2002-05-17 00:00:00-04:00,0.205,JNJ
2002-08-16 00:00:00-04:00,0.205,JNJ
2002-11-15 00:00:00-05:00,0.205,JNJ
2003-02-13 00:00:00-05:00,0.205,JNJ
2003-05-16 00:00:00-04:00,0.24,JNJ
2003-08-15 00:00:00-04:00,0.24,JNJ
2003-11-14 00:00:00-05:00,0.24,JNJ
2004-02-12 00:00:00-05:00,0.24,JNJ
2004-05-14 00:00:00-04:00,0.285,JNJ
2004-08-13 00:00:00-04:00,0.285,JNJ
2004-11-12 00:00:00-05:00,0.285,JNJ
2005-02-11 00:00:00-05:00,0.285,JNJ
2005-05-13 00:00:00-04:00,0.33,JNJ
2005-08-19 00:00:00-04:00,0.33,JNJ
2005-11-18 00:00:00-05:00,0.33,JNJ
2006-02-24 00:00:00-05:00,0.33,JNJ
2006-05-25 00:00:00-04:00,0.375,JNJ
2006-08-25 00:00:00-04:00,0.375,JNJ
2006-11-24 00:00:00-05:00,0.375,JNJ
2007-02-23 00:00:00-05:00,0.375,JNJ
2007-05-24 00:00:00-04:00,0.415,JNJ
2007-08-24 00:00:00-04:00,0.415,JNJ
2007-11-23 00:00:00-05:00,0.415,JNJ
2008-02-22 00:00:00-05:00,0.415,JNJ
2008-05-22 00:00:00-04:00,0.46,JNJ
2008-08-22 00:00:00-04:00,0.46,JNJ
2008-11-21 00:00:00-05:00,0.46,JNJ
2009-02-20 00:00:00-05:00,0.46,JNJ
2009-05-21 00:00:00-04:00,0.49,JNJ
2009-08-21 00:00:00-04:00,0.49,JNJ
2009-11-20 00:00:00-05:00,0.49,JNJ
2010-02-19 00:00:00-05:00,0.49,JNJ
2010-05-27 00:00:00-04:00,0.54,JNJ
2010-08-27 00:00:00-04:00,0.54,JNJ
2010-11-26 00:00:00-05:00,0.54,JNJ
2011-02-25 00:00:00-05:00,0.54,JNJ
2011-05-26 00:00:00-04:00,0.57,JNJ
2011-08-26 00:00:00-04:00,0.57,JNJ
2011-11-25 00:00:00-05:00,0.57,JNJ
2012-02-24 00:00:00-05:00,0.57,JNJ
2012-05-24 00:00:00-04:00,0.61,JNJ
2012-08-24 00:00:00-04:00,0.61,JNJ
2012-11-23 00:00:00-05:00,0.61,JNJ
2013-02-22 00:00:00-05:00,0.61,JNJ
2013-05-23 00:00:00-04:00,0.66,JNJ
2013-08-23 00:00:00-04:00,0.66,JNJ
2013-11-22 00:00:00-05:00,0.66,JNJ
2014-02-21 00:00:00-05:00,0.66,JNJ
2014-05-22 00:00:00-04:00,0.7,JNJ
2014-08-22 00:00:00-04:00,0.7,JNJ
2014-11-21 00:00:00-05:00,0.7,JNJ
2015-02-20 00:00:00-05:00,0.7,JNJ
2015-05-21 00:00:00-04:00,0.75,JNJ
2015-08-21 00:00:00-04:00,0.75,JNJ
2015-11-20 00:00:00-05:00,0.75,JNJ
2016-02-19 00:00:00-05:00,0.75,JNJ
2016-05-20 00:00:00-04:00,0.8,JNJ
2016-08-19 00:00:00-04:00,0.8,JNJ
2016-11-18 00:00:00-05:00,0.8,JNJ
2017-02-24 00:00:00-05:00,0.8,JNJ
2017-05-25 00:00:00-04:00,0.84,JNJ
2017-08-25 00:00:00-04:00,0.84,JNJ
2017-11-27 00:00:00-05:00,0.84,JNJ
2018-02-26 00:00:00-05:00,0.84,JNJ
2018-05-25 00:00:00-04:00,0.9,JNJ
2018-08-27 00:00:00-04:00,0.9,JNJ
2018-11-26 00:00:00-05:00,0.9,JNJ
2019-02-25 00:00:00-05:00,0.9,JNJ
2019-05-24 00:00:00-04:00,0.95,JNJ
2019-08-26 00:00:00-04:00,0.95,JNJ
2019-11-25 00:00:00-05:00,0.95,JNJ
2020-02-24 00:00:00-05:00,0.95,JNJ
2020-05-22 00:00:00-04:00,1.01,JNJ
2020-08-24 00:00:00-04:00,1.01,JNJ
2020-11-23 00:00:00-05:00,1.01,JNJ
2021-02-22 00:00:00-05:00,1.01,JNJ
2021-05-24 00:00:00-04:00,1.06,JNJ
2021-08-23 00:00:00-04:00,1.06,JNJ
2021-11-22 00:00:00-05:00,1.06,JNJ
2022-02-18 00:00:00-05:00,1.06,JNJ
2022-05-23 00:00:00-04:00,1.13,JNJ
2022-08-22 00:00:00-04:00,1.13,JNJ
2022-11-21 00:00:00-05:00,1.13,JNJ
2023-02-17 00:00:00-05:00,1.13,JNJ
1984-03-09 00:00:00-05:00,0.196667,JPM
1984-06-11 00:00:00-04:00,0.196667,JPM
1984-09-10 00:00:00-04:00,0.196667,JPM
1984-12-10 00:00:00-05:00,0.196667,JPM
1985-03-11 00:00:00-05:00,0.206667,JPM
1985-06-10 00:00:00-04:00,0.206667,JPM
1985-09-09 00:00:00-04:00,0.206667,JPM
1985-12-09 00:00:00-05:00,0.206667,JPM
1986-03-10 00:00:00-05:00,0.216667,JPM
1986-06-09 00:00:00-04:00,0.216667,JPM
1986-09-09 00:00:00-04:00,0.216667,JPM
1986-12-09 00:00:00-05:00,0.216667,JPM
1987-03-09 00:00:00-05:00,0.226667,JPM
1987-06-09 00:00:00-04:00,0.226667,JPM
1987-09-09 00:00:00-04:00,0.226667,JPM
1987-12-09 00:00:00-05:00,0.226667,JPM
1988-03-09 00:00:00-05:00,0.226667,JPM
1988-06-09 00:00:00-04:00,0.226667,JPM
1988-09-09 00:00:00-04:00,0.226667,JPM
1988-12-09 00:00:00-05:00,0.226667,JPM
1989-03-09 00:00:00-05:00,0.226667,JPM
1989-06-09 00:00:00-04:00,0.226667,JPM
1989-09-11 00:00:00-04:00,0.226667,JPM
1989-12-11 00:00:00-05:00,0.226667,JPM
1990-03-09 00:00:00-05:00,0.226667,JPM
1990-06-11 00:00:00-04:00,0.226667,JPM
1990-09-10 00:00:00-04:00,0.226667,JPM
1990-12-10 00:00:00-05:00,0.083333,JPM
1991-03-11 00:00:00-05:00,0.083333,JPM
1991-06-10 00:00:00-04:00,0.083333,JPM
1991-09-09 00:00:00-04:00,0.083333,JPM
1991-12-09 00:00:00-05:00,0.083333,JPM
1991-12-23 00:00:00-05:00,0.016333,JPM
1992-03-31 00:00:00-05:00,0.1,JPM
1992-06-29 00:00:00-04:00,0.1,JPM
1992-09-30 00:00:00-04:00,0.1,JPM
1992-12-30 00:00:00-05:00,0.1,JPM
1993-03-31 00:00:00-05:00,0.11,JPM
1993-06-29 00:00:00-04:00,0.11,JPM
1993-09-30 00:00:00-04:00,0.11,JPM
1993-12-31 00:00:00-05:00,0.126667,JPM
1994-03-30 00:00:00-05:00,0.126667,JPM
1994-06-29 00:00:00-04:00,0.126667,JPM
1994-09-30 00:00:00-04:00,0.146667,JPM
1994-12-30 00:00:00-05:00,0.146667,JPM
1995-03-31 00:00:00-05:00,0.146667,JPM
1995-07-03 00:00:00-04:00,0.166667,JPM
1995-10-04 00:00:00-04:00,0.166667,JPM
1996-01-03 00:00:00-05:00,0.166667,JPM
1996-04-02 00:00:00-05:00,0.062333,JPM
1996-07-02 00:00:00-04:00,0.186667,JPM
1996-10-02 00:00:00-04:00,0.186667,JPM
1997-01-02 00:00:00-05:00,0.186667,JPM
1997-04-02 00:00:00-05:00,0.206667,JPM
1997-07-01 00:00:00-04:00,0.206667,JPM
1997-10-02 00:00:00-04:00,0.206667,JPM
1998-01-02 00:00:00-05:00,0.206667,JPM
1998-04-02 00:00:00-05:00,0.24,JPM
1998-07-01 00:00:00-04:00,0.24,JPM
1998-10-02 00:00:00-04:00,0.24,JPM
1999-01-04 00:00:00-05:00,0.24,JPM
1999-04-01 00:00:00-05:00,0.273333,JPM
1999-07-01 00:00:00-04:00,0.273333,JPM
1999-10-04 00:00:00-04:00,0.273333,JPM
2000-01-04 00:00:00-05:00,0.273333,JPM
2000-04-04 00:00:00-04:00,0.32,JPM
2000-07-03 00:00:00-04:00,0.32,JPM
2000-10-04 00:00:00-04:00,0.32,JPM
2001-01-03 00:00:00-05:00,0.32,JPM
2001-04-04 00:00:00-04:00,0.34,JPM
2001-07-03 00:00:00-04:00,0.34,JPM
2001-10-03 00:00:00-04:00,0.34,JPM
2002-01-02 00:00:00-05:00,0.34,JPM
2002-04-03 00:00:00-05:00,0.34,JPM
2002-07-02 00:00:00-04:00,0.34,JPM
2002-10-02 00:00:00-04:00,0.34,JPM
2003-01-02 00:00:00-05:00,0.34,JPM
2003-04-02 00:00:00-05:00,0.34,JPM
2003-07-01 00:00:00-04:00,0.34,JPM
2003-10-02 00:00:00-04:00,0.34,JPM
2004-01-02 00:00:00-05:00,0.34,JPM
2004-04-02 00:00:00-05:00,0.34,JPM
2004-07-01 00:00:00-04:00,0.34,JPM
2004-10-04 00:00:00-04:00,0.34,JPM
2005-01-04 00:00:00-05:00,0.34,JPM
2005-04-04 00:00:00-04:00,0.34,JPM
2005-07-01 00:00:00-04:00,0.34,JPM
2005-10-04 00:00:00-04:00,0.34,JPM
2006-01-04 00:00:00-05:00,0.34,JPM
2006-04-04 00:00:00-04:00,0.34,JPM
2006-07-03 00:00:00-04:00,0.34,JPM
2006-10-04 00:00:00-04:00,0.34,JPM
2007-01-03 00:00:00-05:00,0.34,JPM
2007-04-03 00:00:00-04:00,0.34,JPM
2007-07-03 00:00:00-04:00,0.38,JPM
2007-10-03 00:00:00-04:00,0.38,JPM
2008-01-02 00:00:00-05:00,0.38,JPM
2008-04-02 00:00:00-04:00,0.38,JPM
2008-07-01 00:00:00-04:00,0.38,JPM
2008-10-02 00:00:00-04:00,0.38,JPM
2009-01-02 00:00:00-05:00,0.38,JPM
2009-04-02 00:00:00-04:00,0.05,JPM
2009-07-01 00:00:00-04:00,0.05,JPM
2009-10-02 00:00:00-04:00,0.05,JPM
2010-01-04 00:00:00-05:00,0.05,JPM
2010-04-01 00:00:00-04:00,0.05,JPM
2010-07-01 00:00:00-04:00,0.05,JPM
2010-10-04 00:00:00-04:00,0.05,JPM
2011-01-04 00:00:00-05:00,0.05,JPM
2011-04-04 00:00:00-04:00,0.25,JPM
2011-07-01 00:00:00-04:00,0.25,JPM
2011-10-04 00:00:00-04:00,0.25,JPM
2012-01-04 00:00:00-05:00,0.25,JPM
2012-04-03 00:00:00-04:00,0.3,JPM
2012-07-03 00:00:00-04:00,0.3,JPM
2012-10-03 00:00:00-04:00,0.3,JPM
2013-01-02 00:00:00-05:00,0.3,JPM
2013-04-03 00:00:00-04:00,0.3,JPM
2013-07-02 00:00:00-04:00,0.38,JPM
2013-10-02 00:00:00-04:00,0.38,JPM
2014-01-02 00:00:00-05:00,0.38,JPM
2014-04-02 00:00:00-04:00,0.38,JPM
2014-07-01 00:00:00-04:00,0.4,JPM
2014-10-02 00:00:00-04:00,0.4,JPM
2015-01-02 00:00:00-05:00,0.4,JPM
2015-04-01 00:00:00-04:00,0.4,JPM
2015-07-01 00:00:00-04:00,0.44,JPM
2015-10-02 00:00:00-04:00,0.44,JPM
2016-01-04 00:00:00-05:00,0.44,JPM
2016-04-04 00:00:00-04:00,0.44,JPM
2016-07-01 00:00:00-04:00,0.48,JPM
2016-10-04 00:00:00-04:00,0.48,JPM
2017-01-04 00:00:00-05:00,0.48,JPM
